site_name,building_label,rack_label,type_id,location_row_col,u_count
"LEGACY_OR_UNLINKED","0004","001.009","RACK_42U","A1002.001.0004..001.009",0
"LEGACY_OR_UNLINKED","0004","001.010","RACK_42U","A1002.001.0004..001.010",0
"LEGACY_OR_UNLINKED","0004","001.011","RACK_42U","A1002.001.0004..001.011",0
"LEGACY_OR_UNLINKED","0004","001.02A","RACK_42U","A1002.001.0004..001.02A",0
"LEGACY_OR_UNLINKED","0004","002.001","RACK_42U","A1002.001.0004..002.001",0
"LEGACY_OR_UNLINKED","0004","002.002","RACK_42U","A1002.001.0004..002.002",0
"LEGACY_OR_UNLINKED","0004","002.003","RACK_42U","A1002.001.0004..002.003",0
"LEGACY_OR_UNLINKED","0004","002.004","RACK_42U","A1002.001.0004..002.004",0
"LEGACY_OR_UNLINKED","0004","002.005","RACK_42U","A1002.001.0004..002.005",0
"LEGACY_OR_UNLINKED","0004","002.006","RACK_42U","A1002.001.0004..002.006",0
"LEGACY_OR_UNLINKED","0004","002.007","RACK_42U","A1002.001.0004..002.007",0
"LEGACY_OR_UNLINKED","0004","002.008","RACK_42U","A1002.001.0004..002.008",0
"LEGACY_OR_UNLINKED","0004","002.009","RACK_42U","A1002.001.0004..002.009",0
"LEGACY_OR_UNLINKED","0004","002.010","RACK_42U","A1002.001.0004..002.010",0
"LEGACY_OR_UNLINKED","0004","002.011","RACK_42U","A1002.001.0004..002.011",0
"LEGACY_OR_UNLINKED","0002","001.001","RACK_42U","A004.001.0002..001.001",0
"LEGACY_OR_UNLINKED","0002","001.002","RACK_42U","A004.001.0002.003.001.002",0
"LEGACY_OR_UNLINKED","0002","001.003","RACK_42U","A004.001.0002.003.001.003",0
"LEGACY_OR_UNLINKED","0002","001.004","RACK_42U","A004.001.0002.003.001.004",0
"LEGACY_OR_UNLINKED","0002","002.001","RACK_42U","A004.001.0002.003.002.001",0
"LEGACY_OR_UNLINKED","0002","02.00","DEF-R-1772710115932","A004.001.0002.003.02.00",0
"LEGACY_OR_UNLINKED","0002","02.01","DEF-R-1772710115932","A004.001.0002.003.02.01",0
"LEGACY_OR_UNLINKED","0002","01.02","DEF-R-1772710115932","A004.001.0002.002.01.02",0
"LEGACY_OR_UNLINKED","0002","01.03","DEF-R-1772710115932","A004.001.0002.002.01.03",0
"LEGACY_OR_UNLINKED","0002","01.04","DEF-R-1772710115932","A004.001.0002.002.01.04",0
"LEGACY_OR_UNLINKED","0002","01.00","DEF-R-1772710115932","A004.001.0002.002.01.00",0
"LEGACY_OR_UNLINKED","0002","01.01","DEF-R-1772710115932","A004.001.0002.002.01.01",0
"LEGACY_OR_UNLINKED","0002","02.02","DEF-R-1772710115932","A004.001.0002.003.02.02",0
"LEGACY_OR_UNLINKED","0002","02.03","DEF-R-1772710115932","A004.001.0002.003.02.03",0
"LEGACY_OR_UNLINKED","0002","02.04","DEF-R-1772710115932","A004.001.0002.003.02.04",0
"LEGACY_OR_UNLINKED","0002","FP1.01","DEF-R-1772710115932","A004.001.0002..FP1.01",0
"LEGACY_OR_UNLINKED","0002","FP1.02","DEF-R-1772710115932","A004.001.0002..FP1.02",0
"LEGACY_OR_UNLINKED","0002","FP1.03","DEF-R-1772710115932","A004.001.0002..FP1.03",0
"LEGACY_OR_UNLINKED","0002","FP1.04","DEF-R-1772710115932","A004.001.0002..FP1.04",0
"LEGACY_OR_UNLINKED","0004","410.02","DEF-R-1772710115932","A004.001.0004..410.02",0
"LEGACY_OR_UNLINKED","0004","410.03","DEF-R-1772710115932","A004.001.0004..410.03",0
"LEGACY_OR_UNLINKED","0004","410.04","DEF-R-1772710115932","A004.001.0004..410.04",0
"LEGACY_OR_UNLINKED","0004","410.05","DEF-R-1772710115932","A004.001.0004..410.05",0
"LEGACY_OR_UNLINKED","0004","410.06","DEF-R-1772710115932","A004.001.0004..410.06",0
"LEGACY_OR_UNLINKED","0004","410.07","DEF-R-1772710115932","A004.001.0004..410.07",0
"LEGACY_OR_UNLINKED","0004","410.08","DEF-R-1772710115932","A004.001.0004..410.08",0
"LEGACY_OR_UNLINKED","0004","410.09","DEF-R-1772710115932","A004.001.0004..410.09",0
"LEGACY_OR_UNLINKED","0004","410.10","DEF-R-1772710115932","A004.001.0004..410.10",0
"LEGACY_OR_UNLINKED","0004","410.11","DEF-R-1772710115932","A004.001.0004..410.11",0
"LEGACY_OR_UNLINKED","0004","410.01","DEF-R-1772710115932","A004.001.0004..410.01",0
"LEGACY_OR_UNLINKED","0004","420.02","DEF-R-1772710115932","A004.001.0004..420.02",0
"LEGACY_OR_UNLINKED","0004","420.03","DEF-R-1772710115932","A004.001.0004..420.03",0
"LEGACY_OR_UNLINKED","0004","420.04","DEF-R-1772710115932","A004.001.0004..420.04",0
"LEGACY_OR_UNLINKED","0004","420.05","DEF-R-1772710115932","A004.001.0004..420.05",0
"LEGACY_OR_UNLINKED","0004","420.06","DEF-R-1772710115932","A004.001.0004..420.06",0
"LEGACY_OR_UNLINKED","0004","420.07","DEF-R-1772710115932","A004.001.0004..420.07",0
"LEGACY_OR_UNLINKED","0004","420.08","DEF-R-1772710115932","A004.001.0004..420.08",0
"LEGACY_OR_UNLINKED","0004","420.09","DEF-R-1772710115932","A004.001.0004..420.09",0
"LEGACY_OR_UNLINKED","0004","420.10","DEF-R-1772710115932","A004.001.0004..420.10",0
"LEGACY_OR_UNLINKED","0004","420.11","DEF-R-1772710115932","A004.001.0004..420.11",0
"LEGACY_OR_UNLINKED","0004","420.01","DEF-R-1772710115932","A004.001.0004..420.01",0
"LEGACY_OR_UNLINKED","0001","302.001","DEF-R-1772710410019","A0004.001.0001..302.001",0
"LEGACY_OR_UNLINKED","0001","301.001","DEF-R-1772710410019","A0004.001.0001..301.001",0
"LEGACY_OR_UNLINKED","0001","301.002","DEF-R-1772710410019","A0004.001.0001..301.002",0
"LEGACY_OR_UNLINKED","0001","301.003","DEF-R-1772710410019","A0004.001.0001..301.003",0
"LEGACY_OR_UNLINKED","0001","301.004","DEF-R-1772710410019","A0004.001.0001..301.004",0
"LEGACY_OR_UNLINKED","0001","301.005","DEF-R-1772710410019","A0004.001.0001..301.005",0
"LEGACY_OR_UNLINKED","0001","301.006","DEF-R-1772710410019","A0004.001.0001..301.006",0
"LEGACY_OR_UNLINKED","0001","301.007","DEF-R-1772710410019","A0004.001.0001..301.007",0
"LEGACY_OR_UNLINKED","0001","301.008","DEF-R-1772710410019","A0004.001.0001..301.008",0
"LEGACY_OR_UNLINKED","0001","301.009","DEF-R-1772710410019","A0004.001.0001..301.009",0
"LEGACY_OR_UNLINKED","0001","302.002","DEF-R-1772710410019","A0004.001.0001..302.002",0
"LEGACY_OR_UNLINKED","0001","302.003","DEF-R-1772710410019","A0004.001.0001..302.003",0
"LEGACY_OR_UNLINKED","0001","302.004","DEF-R-1772710410019","A0004.001.0001..302.004",0
"LEGACY_OR_UNLINKED","0001","302.005","DEF-R-1772710410019","A0004.001.0001..302.005",0
"LEGACY_OR_UNLINKED","0001","302.006","DEF-R-1772710410019","A0004.001.0001..302.006",0
"LEGACY_OR_UNLINKED","0001","302.007","DEF-R-1772710410019","A0004.001.0001..302.007",0
"LEGACY_OR_UNLINKED","0001","302.008","DEF-R-1772710410019","A0004.001.0001..302.008",0
"LEGACY_OR_UNLINKED","0001","302.009","DEF-R-1772710410019","A0004.001.0001..302.009",0
"LEGACY_OR_UNLINKED","0003","001.001","RACK_42U","A0004.001.0003..001.001",0
"LEGACY_OR_UNLINKED","0003","001.002","RACK_42U","A0004.001.0003..001.002",0
"LEGACY_OR_UNLINKED","0003","001.003","RACK_42U","A0004.001.0003..001.003",0
"LEGACY_OR_UNLINKED","0003","001.004","RACK_42U","A0004.001.0003..001.004",0
"LEGACY_OR_UNLINKED","0003","001.005","RACK_42U","A0004.001.0003..001.005",0
"LEGACY_OR_UNLINKED","0003","001.006","RACK_42U","A0004.001.0003..001.006",0
"LEGACY_OR_UNLINKED","0003","001.007","RACK_42U","A0004.001.0003..001.007",0
